id,word,definition,length,releaseDate
5421,kısır,ürün vermeyen (toprak),5,2024-08-08
5422,rükün,"bir kurulun, bir topluluğun en önemli üyelerinden her biri",5,2024-08-08
5423,uyuyuş,uyuma işi,6,2024-08-08
5424,coşmak,"heyecanlanmak, içten içe kaynamak, aşırı duygulanmak",6,2024-08-08
5425,yükleme,"bir yere, bir nesneye elektrik yükü biriktirme, doldurma, şarj",7,2024-08-08
5426,müjdeli,muştulu,7,2024-08-08
5427,handikap,engel,8,2024-08-08
5428,sessizce,tedirginlik çıkarmayarak,8,2024-08-08
5429,himayesiz,korumasız,9,2024-08-08
5430,konteyner,taşımalık,9,2024-08-08
5431,başkalaşım,"bir kütlenin fiziki ve kimyasal özelliklerinin değişmesi, istihale, metamorfizm",10,2024-08-08
5432,randımanlı,verimli,10,2024-08-08
5433,elek,"taneli veya un gibi toz durumunda olan şeyleri yabancı maddelerden ayıklamak veya incesini kabasından ayırmak için kullanılan, tahta bir kasnak ve tek tarafa gerilmiş, gözenekli tel, kıl, bez vb.nden oluşan araç",4,2024-08-09
5434,slip,ödeme belgesi,4,2024-08-09
5435,trend,343 eğilim,5,2024-08-09
5436,teşci,"cesaret verme, cesaretlendirme, yüreklendirme",5,2024-08-09
5437,sedalı,yumuşak,6,2024-08-09
5438,ufacık,"çok ufak, küçücük",6,2024-08-09
5439,kaideci,kuralcı,7,2024-08-09
5440,nardenk,"nar, erik, kızılcık vb. yemişlerden yapılan pekmez",7,2024-08-09
5441,düşünmek,tasarlamak,8,2024-08-09
5442,çamurcun,anadolu ve kuzey afrika'da yaşayan bir tür ördek,8,2024-08-09
5443,ulaşılmak,ulaşma işi yapılmak,9,2024-08-09
5444,literatür,edebiyat,9,2024-08-09
5445,doğuvermek,ansızın doğmak,10,2024-08-09
5446,çelmelemek,çelme takmak,10,2024-08-09
5447,çaba,"herhangi bir işi yapmak için ortaya konan güç, zorlu, sürekli çalışma, gayret, ceht, efor",4,2024-08-10
5448,üvey,"yalnız yasaca akraba sayılan, aralarında kan bağı bulunmayan, öz olmayan",4,2024-08-10
5449,vakit,"geçim, para bakımından elverişli durum",5,2024-08-10
5450,gusül,boy abdesti,5,2024-08-10
5451,nevruz,"çiçekleri aslanağzına benzeyen, türlü renkte bir kır bitkisi",6,2024-08-10
5452,folluk,tavukların yumurtlaması için hazırlanmış özel yer,6,2024-08-10
5453,avantaj,üstünlük,7,2024-08-10
5454,seksüel,cinsel,7,2024-08-10
5455,yarmalık,yarma yapmak için ayrılmış (buğday vb.),8,2024-08-10
5456,boşalmak,"boş duruma gelmek, içinde bir şey kalmamak, inhilal etmek",8,2024-08-10
5457,müzecilik,müze kurma veya işletme işi,9,2024-08-10
5458,mevsimsiz,"zamanı iyi seçilmemiş, uygun zamanı gelmeden olan veya yapılan",9,2024-08-10
5459,yorabilmek,yormaya gücü yetmek,10,2024-08-10
5460,mütehammil,dayanıklı,10,2024-08-10
5461,zevk,"hoşa giden veya çekici bir şeyin elde edilmesinden, düşünülmesinden doğan hoş duygu, haz",4,2024-08-11
5462,adıl,zamir,4,2024-08-11
5463,dikey,"başka bir doğru ile kesiştiğinde onunla birlikte dik açı oluşturan (doğru çizgi), amudi",5,2024-08-11
5464,nisap,yeter sayı,5,2024-08-11
5465,akarsu,"yeryüzünde, yer altında belirli bir yatak içinde, eğim boyunca sürekli veya zaman zaman akan su",6,2024-08-11
5466,irilik,i̇ri olma durumu,6,2024-08-11
5467,yedişer,"her birine yedi, her defasında yedisi bir arada olan",7,2024-08-11
5468,ayırıcı,ayırma özelliği veya gücü olan,7,2024-08-11
5469,elektron,"bütün atomlarda bulunan negatif yüke sahip temel parçacık, pozitron karşıtı",8,2024-08-11
5470,beşbıyık,muşmula,8,2024-08-11
5471,gerdirmek,germe işini yaptırmak,9,2024-08-11
5472,sarıkanat,çinekoptan biraz büyük lüfer,9,2024-08-11
5473,gölgelemek,resimde gölge oluşturmak,10,2024-08-11
5474,mevkufiyet,alıkonulma,10,2024-08-11
5475,şelf,"karaları çevreleyen ve karalardan sayılan, 200 metre derinliğe kadar olan sığ deniz dipleri",4,2024-08-12
5476,buat,elektrik akımı devrelerinde birleştirme yapmak veya akımı bir veya daha fazla kola ayırmak için kullanılan kutu,4,2024-08-12
5477,niyaz,"yalvarma, yakarma",5,2024-08-12
5478,gabro,"amfibol, piroksen, olivin vb. renkli minerallerden oluşan bir tür iri taneli kaya",5,2024-08-12
5479,giymek,örtünüp korunmak için bir şeyi vücuduna geçirmek,6,2024-08-12
5480,fibrin,kanda pıhtılaşma sonucu oluşan bir protein,6,2024-08-12
5481,pisuvar,"genel tuvaletlerde erkeklerin kullandığı, duvar kenarına yerleştirilmiş sidiklik",7,2024-08-12
5482,düzenek,mekanizma,7,2024-08-12
5483,meşaleci,ortalığı aydınlatmak için çıra vb. yakmakla görevli kimse,8,2024-08-12
5484,ezdirmek,ezme işini yaptırmak,8,2024-08-12
5485,kirişhane,kiriş yapılan yer,9,2024-08-12
5486,kartograf,haritacı,9,2024-08-12
5487,ucuzlatmak,fiyatını indirmek,10,2024-08-12
5488,liberalizm,serbestlik,10,2024-08-12
5489,raks,bir tür dans,4,2024-08-13
5490,hata,"i̇stemeyerek ve bilmeyerek yapılan yanlış, kusur, yanılma, yanılgı",4,2024-08-13
5491,rampa,bir vagonu raya sokmak veya raydan çıkarmak için kullanılan araç,5,2024-08-13
5492,açmaz,satranç oyununda şahı koruyan taşlardan birinin yerinden oynatılamaması durumu,5,2024-08-13
5493,teşhir,sergileme,6,2024-08-13
5494,ılıcak,ilıkça,6,2024-08-13
5495,tenasül,üreme,7,2024-08-13
5496,tezkire,divan şairlerinin hayatlarını ve şiirlerini genellikle öznel bir bakış açısıyla değerlendiren eser,7,2024-08-13
5497,tıynetli,i̇yi huylu,8,2024-08-13
5498,aşurelik,aşure yapmada kullanılan,8,2024-08-13
5499,istiridye,"yassı solungaçlılar sınıfından, ılıman ve sıcak denizlerde yaşayan, güçlü kaslarla birbiri üzerine kapanan iki çeneti olan, eti beğenilen bir deniz yumuşakçası (ostrea edulis)",9,2024-08-13
5500,resmetmek,bir şeyin resmini çizmek,9,2024-08-13
5501,ahlaklılık,bir insanın veya bir insan grubunun iyi ve kötü açısından davranış biçimi ve ahlaki düşünüşü,10,2024-08-13
5502,rahatlıkla,"rahat bir biçimde, kolaylıkla",10,2024-08-13
5503,zile,tokat iline bağlı ilçelerden biri,4,2024-08-14
5504,amel,"yapılan iş, edim, fiil",4,2024-08-14
5505,haşin,"sert, kırıcı, gönül kırıcı",5,2024-08-14
5506,tuğcu,osmanlı döneminde savaşlarda padişahın tuğlarını taşıyan kimse,5,2024-08-14
5507,tenzih,allah'ın bütün kusurlardan uzak olduğuna inanma,6,2024-08-14
5508,köşker,"yemenici, ayakkabı tamircisi",6,2024-08-14
5509,işgüzar,"gereği yokken, genellikle kendini göstermek için işe karışan (kimse)",7,2024-08-14
5510,müşteki,"yakınan, sızlanan, şikâyetçi",7,2024-08-14
5511,neolitik,taş devri'nin son çağı ile ilgili,8,2024-08-14
5512,fıkırdak,"cilveli, oynak (kadın, kız)",8,2024-08-14
5513,yedişerli,her biri yedi birimden oluşan,9,2024-08-14
5514,bakkaliye,bakkalda satılan ürünler,9,2024-08-14
5515,sezebilmek,sezme becerisi bulunmak,10,2024-08-14
5516,amortisman,yıpranma payı,10,2024-08-14
5517,acur,"kabakgillerden, kabuğu çizgili ve tüylü, yeşil veya sarımtırak, üzeri yeşil lekeli, irice bir meyve (cucumis flexuosus)",4,2024-08-15
5518,biye,"genellikle giysinin yaka, kol, etek çevresine kendi kumaşından veya başka kumaştan geçirilen ince şerit",4,2024-08-15
5519,hurra,genellikle batılı uluslarda hep bir ağızdan `yaşa` anlamlı destek vermek amacıyla kullanılan bir söz,5,2024-08-15
5520,muson,güney asya kıyılarıyla hint denizi'nde yaz ve kış mevsimlerinde birbirine ters yönlerden esen geniş alanlı rüzgâr,5,2024-08-15
5521,tescil,bir taşınmazın üzerinde bir ayni hakkın kurulması için tapu kütüğüne yapılması gerekli kayıt,6,2024-08-15
5522,şantöz,kadın şarkıcı,6,2024-08-15
5523,kolancı,yedekçi,7,2024-08-15
5524,müdafaa,"savunma, koruma",7,2024-08-15
5525,köftelik,köfte yapmaya elverişli olan,8,2024-08-15
5526,manganez,"atom numarası 25, atom ağırlığı 54,93, yoğunluğu 7,39 olan, 1244 °c'de eriyen, doğada oksit durumunda bulunan, çeliği sertleştirmek için kullanılan, çok sert ve kırılgan bir element, mangan (simgesi mn)",8,2024-08-15
5527,okunaksız,"açık ve düzgün harflerle yazılmamış, kolaylıkla okunamayan (yazı)",9,2024-08-15
5528,masrafsız,külfeti az bir biçimde,9,2024-08-15
5529,listelemek,liste durumuna getirmek,10,2024-08-15
5530,profiterol,arasında krema bulunan özel yuvarlak toplar üzerine sıcak çikolata dökülerek yapılan bir tatlı türü,10,2024-08-15
5531,koyu,"rengi açık olmayan, daha belirgin olan, açık karşıtı",4,2024-08-16
5532,orsa,"geminin rüzgâr alan yanı, rüzgârüstü, boca veya rüzgâraltı karşıtı",4,2024-08-16
5533,vurgu,"konuşma, okuma sırasında bir hece veya kelime üzerine diğerlerinden daha farklı olarak yapılan baskı, aksan",5,2024-08-16
5534,nonoş,homoseksüel erkek,5,2024-08-16
5535,elense,"güreşte, kolunu hasmın boynuna getirip başparmağı gırtlağa, dört parmağı da enseye geçirerek hasmı yıkmaya dayalı bir oyun",6,2024-08-16
5536,çariçe,çarın karısına veya kadın çara verilen unvan,6,2024-08-16
5537,çıkacak,"hamamlarda dışarıya çıkıp giyinme yerine giderken kurulanmak üzere verilen havlu, çıkma",7,2024-08-16
5538,takırtı,bir şeyin çıkardığı kuru ve sert ses,7,2024-08-16
5539,kırılmak,"savaş, bulaşıcı hastalık sebebiyle çok sayıda insan ölmek",8,2024-08-16
5540,tövbesiz,tövbe etmemiş,8,2024-08-16
5541,tutkalsız,i̇çinde tutkal bulunmayan,9,2024-08-16
5542,uyuklamak,"oturduğu yerde hafif uykuya dalmak, ımızganmak",9,2024-08-16
5543,tokalaşmak,"birbirinin elini sıkmak, el sıkışmak",10,2024-08-16
5544,kıyafetsiz,giysisiz,10,2024-08-16
5545,uğra,yufka açılırken hamurun tahtaya yapışmaması için serpilen kalın un,4,2024-08-17
5546,atkı,"soğuğa karşı omuzlara, başa, sırta veya boyna alınan örtü, bürgü",4,2024-08-17
5547,kanal,"bazı bölgeleri sulamak, kurutmak amacıyla veya gemilerin işlemesine elverişli, insan eliyle açılmış su yolu",5,2024-08-17
5548,bıdık,kısa ve tıknaz,5,2024-08-17
5549,amblem,belirtke,6,2024-08-17
5550,baldır,bu bölümün yumuşak ve şişkin olan arka tarafı,6,2024-08-17
5551,alıngan,"çabuk gücenen, kırılan",7,2024-08-17
5552,pasaklı,"giyimine veya eşyanın temizliğine, düzenine önem vermeyen (kimse), çapaçul",7,2024-08-17
5553,yasaksız,yasak konulmamış (kimse veya şey),8,2024-08-17
5554,akvaryum,tatlı veya tuzlu su hayvanlarının ve su bitkilerinin yapay bir ortamda beslendiği ve yetiştirildiği cam su kabı,8,2024-08-17
5555,kirlenmek,kadın aybaşı olmak,9,2024-08-17
5556,dırlanmak,"herkesi tedirgin edecek, bezdirecek biçimde söylenmek",9,2024-08-17
5557,müteveccih,yönelik,10,2024-08-17
5558,ayaklanmak,"toplu bir biçimde zor ve şiddet kullanarak devlet güçlerine karşı gelmek, başkaldırmak, isyan etmek",10,2024-08-17
5559,alay,hayvan topluluğu,4,2024-08-18
5560,folk,halk (i),4,2024-08-18
5561,firar,"bir sanık, tutuklu veya hükümlünün gözcülerin elinden kurtulması",5,2024-08-18
5562,etene,döl eşi,5,2024-08-18
5563,üremek,yetişmek,6,2024-08-18
5564,tezyit,"çoğaltma, artırma",6,2024-08-18
5565,fakirce,yoksul,7,2024-08-18
5566,debdebe,görkem,7,2024-08-18
5567,tanıklık,"tanığın yaptığı iş, şahitlik, şehadet",8,2024-08-18
5568,müzehhep,altın suyuna batırılmış olan,8,2024-08-18
5569,zehretmek,"tatsızlık çıkarıp üzüntüye yol açmak, bunaltmak, acı vermek, sıkmak, üzmek",9,2024-08-18
5570,lokomotif,"tren vagonlarını çeken, tekerlekli, buharlı, elektrikli, termik motorlu veya sıkıştırılmış havalı makine",9,2024-08-18
5571,enlemesine,eni boyuna göre daha fazla olarak,10,2024-08-18
5572,nasılsınız,bir kimsenin sağlığını ve durumunu öğrenmek için sorulan nezaket sorusu,10,2024-08-18
5573,topu,hepsi,4,2024-08-19
5574,ramp,"bir tiyatro sahnesinin önünde, ışık ve ışıldakların yerleştirildiği, izleyiciye en yakın yer",4,2024-08-19
5575,izale,"yok etme, giderme",5,2024-08-19
5576,kupes,"i̇zmaritgillerden, ılıman denizlerde yaşayan bir balık (boops boops)",5,2024-08-19
5577,erksiz,erki olmayan,6,2024-08-19
5578,tarpan,"atgillerden, soyu tükenmiş olan, küçük, çevik bir yaban atı (equus gmelini)",6,2024-08-19
5579,mahruti,konik,7,2024-08-19
5580,halkalı,bir tür olta iğnesi,7,2024-08-19
5581,püskürtü,lav,8,2024-08-19
5582,istiğrak,dalınç,8,2024-08-19
5583,çapanoğlu,"bir işte gizli kalmış kötü ve aksak yan, kuşkulu durum",9,2024-08-19
5584,izolasyon,yalıtım,9,2024-08-19
5585,ihtiyarsız,"seçmesiz, irade dışı",10,2024-08-19
5586,natürellik,doğallık,10,2024-08-19
5587,yöre,"bir bölgenin belli bir yer ve çevresini kapsayan sınırlı bölümü, havali, mahal, civar",4,2024-08-20
5588,star,yıldız,4,2024-08-20
5589,lahit,"duvarları taş veya tuğladan, üstü taş bir kapakla örtülü mezar",5,2024-08-20
5590,hazar,barış,5,2024-08-20
5591,kalkan,koruyucu,6,2024-08-20
5592,bardak,toprak testi,6,2024-08-20
5593,ürtiker,kurdeşen,7,2024-08-20
5594,inzimam,"katılma, ulanma, eklenme",7,2024-08-20
5595,buğulama,buğuda pişmiş yemek,8,2024-08-20
5596,fincancı,porselen veya cam eşya satan kimse,8,2024-08-20
5597,müstenkif,"oy vermekten veya bir karara katılmaktan çekinen, çekimser",9,2024-08-20
5598,baktırmak,"bakmasına yol açmak, bakmasını sağlamak",9,2024-08-20
5599,hacıyatmaz,güç durumlarda çıkarı için kişiliğinden özveride bulunarak kendini çabucak toparlamayı beceren kimse,10,2024-08-20
5600,kümeleşmek,küme durumunda toplanmak,10,2024-08-20
5601,mürt,ölmüş (hayvan),4,2024-08-21
5602,aylı,gebe,4,2024-08-21
5603,mesen,sanat ve bilim adamlarını koruyan kimse,5,2024-08-21
5604,setre,"düz yakalı, önü ilikli bir ceket türü",5,2024-08-21
5605,septik,kuşkucu,6,2024-08-21
5606,drahmi,yunanistan'ın para birimi,6,2024-08-21
5607,hasılat,ürün,7,2024-08-21
5608,görelik,"eşyayı, kavramları veya tasarımları birlik, bağlılık, birliktelik vb. durumlarda toplayan görünüş veya nitelik, bağıntı, izafet, rölativite",7,2024-08-21
5609,aylıksız,"aylık almayan (kimse), maaşsız",8,2024-08-21
5610,öğleüstü,"öğleye yakın zamanda, öğleüzeri",8,2024-08-21
5611,keresteli,i̇ri yapılı,9,2024-08-21
5612,kurtulmak,doğurmak,9,2024-08-21
5613,vurabilmek,vurma ihtimali veya imkânı bulunmak,10,2024-08-21
5614,borçlanmak,"karşılığını sonra vermek şartıyla birinden para veya bir şey almak, istikraz etmek",10,2024-08-21
5615,şiar,"duyuş, düşünüş ve inanıştaki ayırıcı özellik, belgi",4,2024-08-22
5616,voli,"vurgun, kazanç, kâr",4,2024-08-22
5617,kumru,"güvercinler takımından, güvercinden küçük, boz, gri renkli bir kuş (streptopelia)",5,2024-08-22
5618,bambu,"buğdaygillerden, sıcak ülkelerde yetişen, boyu 25 metre kadar olabilen, mobilya, merdiven, baston vb. birçok eşyanın yapımında kullanılan bir tür kamış, hint kamışı, hezaren (ii) (bambusa vulgaris)",5,2024-08-22
5619,koçluk,"kişilerin liderlik veya yöneticilik özelliklerini, becerilerini geliştirmeye yönelik, belli bir amacı hedefleyerek daha etkili sonuçlara ulaşmasını sağlamak üzere verilen hizmet",6,2024-08-22
5620,meşale,"ucunda alev çıkarabilen yanıcı bir madde bulunan, aydınlatmaya yarayan değnek",6,2024-08-22
5621,akdiken,alıç,7,2024-08-22
5622,silecek,"yıkandıktan sonra kurulanmak için kullanılan büyük havlu, hamam havlusu",7,2024-08-22
5623,ovalamak,ellerini bir şeye veya birbirine sürtmek,8,2024-08-22
5624,teşhirci,göstermeci,8,2024-08-22
5625,avadanlık,"bir işi yapmak, bir aracı onarmak için kullanılan alet takımı",9,2024-08-22
5626,enselemek,kaçan veya saklanan birini yakalamak,9,2024-08-22
5627,kızılötesi,"işık tayfında kırmızı alanın ötesindeki alanda yayılmış ısı ışınlarından oluşan, gözle görülmeyen ışınım, enfraruj",10,2024-08-22
5628,hazretleri,saygı duyulan kişilerin adlarını veya makamlarını gösteren söze başka unvanlarla birlikte getirilen bir söz,10,2024-08-22
5629,anut,i̇natçı,4,2024-08-23
5630,sıdk,"doğruluk, gerçeklik",4,2024-08-23
5631,bindi,destek,5,2024-08-23
5632,vakar,ağırbaşlılık,5,2024-08-23
5633,kolacı,kola (ii) satan kimse,6,2024-08-23
5634,çatana,"filika büyüklüğünde, islimle işleyen deniz teknesi, küçük vapur, istimbot",6,2024-08-23
5635,halayık,"kadın köle, cariye",7,2024-08-23
5636,pedikür,"tırnakları kesip düzeltme, nasırları yumuşatma veya çıkarma gibi işlerle ilgili ayak bakımı",7,2024-08-23
5637,terekküp,"birkaç şeyin bileşmesinden oluşma, bileşme",8,2024-08-23
5638,sıkışmak,zor bir durumda kalmak,8,2024-08-23
5639,kaçamaklı,"kesin olmayan, yargı bildirmeyen ve her iki tarafa da çekilebilen (söz, cevap, davranış)",9,2024-08-23
5640,folklorik,halk bilimi ile ilgili,9,2024-08-23
5641,mütekebbir,kibirli,10,2024-08-23
5642,dikizlemek,gözetlemek,10,2024-08-23
5643,fırt,bir solukta veya bir yudumda içilebilecek miktar,4,2024-08-24
5644,ekti,her yiyeceği canı çeken,4,2024-08-24
5645,natır,kadınlar hamamında hizmet eden ve müşterileri yıkayan kadın,5,2024-08-24
5646,dikse,"ağaçsız yerlerde, kuş yakalamak için üstüne ökse yerleştirilen ağaç",5,2024-08-24
5647,deşmek,"bir sorunun üzerinde yeniden durmak, hatırlatmak, kurcalamak",6,2024-08-24
5648,yarbay,kaymakam,6,2024-08-24
5649,antilop,bu hayvanın derisinden yapılmış,7,2024-08-24
5650,ananevi,"geleneğe dayanan, geleneksel",7,2024-08-24
5651,modelist,modacının tasarım gücünü kalıplayan teknisyen,8,2024-08-24
5652,olabilir,"gerçekleşme imkânı bulunan, olur, mümkün, kabil",8,2024-08-24
5653,nümayişçi,"bir gösteride yer alan kimse, gösterici",9,2024-08-24
5654,meddahlık,"meddah sanatı, meddahın işi",9,2024-08-24
5655,çakaralmaz,"basit, ilkel tabanca",10,2024-08-24
5656,kaidecilik,kuralcılık,10,2024-08-24
5657,lale,ağır hapis mahkûmlarının boynuna geçirilen demir halka,4,2024-08-25
5658,eyer,"binek hayvanlarının sırtına konulan, oturmaya yarayan nesne",4,2024-08-25
5659,erinç,"hiçbir eksiği, üzüntüsü ve acısı olmama durumu, dirlik, rahat, huzur",5,2024-08-25
5660,emsal,örnek,5,2024-08-25
5661,klasik,alışılmış,6,2024-08-25
5662,kutsuz,"uğursuz, kötü, menhus",6,2024-08-25
5663,fazilet,erdem,7,2024-08-25
5664,ganimet,"yağma sonrasında elde kalan mal, çalıntı",7,2024-08-25
5665,tutuşmak,"yanmaya başlamak, ateş almak",8,2024-08-25
5666,nobranca,"kaba, sert, kırıcı",8,2024-08-25
5667,çeldirici,"test sınavında, sorunun cevapları arasında doğruya en yakın görünen ancak yanlış olan şık",9,2024-08-25
5668,iyileşmek,"hastalıktan kurtulmak, sağlığı yerine gelmek, salah bulmak",9,2024-08-25
5669,laikleşmek,laik duruma gelmek,10,2024-08-25
5670,mikroamper,amperin milyonda birine eşit akım şiddeti birimi,10,2024-08-25
5671,hırt,"sersem, budala, ahmak",4,2024-08-26
5672,gele,"tavla oyununda elinde kırık taşı bulunan oyuncunun attığı, uygun olmayan zar",4,2024-08-26
5673,ıskat,ölenlerin kılınmamış namazları ve tutulmamış oruçları için verilen sadaka,5,2024-08-26
5674,zenne,kadın,5,2024-08-26
5675,kökten,"yüzeyde kalmayıp derine inen, asıl konuyu da içine alan.",6,2024-08-26
5676,fellah,mısır köylüsü,6,2024-08-26
5677,başaltı,gemilerde tayfa ve erlerin ön güverte altındaki koğuşları,7,2024-08-26
5678,meraklı,"bir şeye çok düşkün olan, sürekli onunla uğraşan",7,2024-08-26
5679,böreklik,"börek yapmaya elverişli olan, börek için ayrılmış olan",8,2024-08-26
